area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title 
125平米,高东,水岸东方1期,"<span class=""text"">做生意是个绝 佳位置，一楼角上，沿路边。可以做物流，超市，餐饮，美容等等。</span>,<span class=""text"">小区临地铁一号线浐河站，出门向北700米左右；有13、15等多路公交车经过；临东三环，交通便利。</span>,<span class=""text"">医疗配套：医疗配套以长乐路西京、唐都医院、武警医院为主； 餐饮配套：社区内部建有3万平方米配套，无论街区、超市、洗衣店、药店、小型诊所、水果蔬菜生鲜商超等。</span>,<span class=""text"">1.水岸东方位于浐河东路与咸宁东路交口东南角，地铁一号线浐河站，临三环，临半坡客运站，临纺织城客运站，公共交通出行方便。 2.位于浐河东岸，有2.8千米临河公园，绿树成荫，健身设施齐全，是小区内居民闲暇休闲比较近的公园。</span>",低楼层 (共28层),"https://image1.ljcdn.com/610100-inspection/d3b1b5a9-51d6-4773-9831-d9c1aa495445.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/57924c7a-ac9f-47eb-9332-b83d3fc3f33e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0495c0a9-0f12-4daa-bb12-32ac5c668eb9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cca9a51a-1ecc-43e1-82c5-814efc6d0348.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ee4f88d6-3a63-4055-9084-318e19730447.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/53a1d651-0411-49d3-a557-dd5caa765cf8.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5e0362dd-f36f-492b-9d9a-3d94a6283933.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5fc5ad58-5bf4-4a52-8427-802a6696714a.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/959f25fe-74e5-4f82-befb-05d46120f92c.jpg.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008602311
                              <span>转</span>
                2944
                          </div>",灞桥,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",70天前发布,距地铁1号线浐河974米,"<h1 class=""main"">做生意位置佳 水岸1期1楼 南门口  显眼位置</h1>"
135平米,张枭雄,逸翠园一期,"<span class=""text"">房旁边就是中兴产业园，上班出行不到1公里不到，小区逸翠园i都会是一个大型的办公居住楼，办公公司甚多</span>,<span class=""text"">交通方便有6路，608路，204路，322路，709路等多路公交车</span>,<span class=""text"">小区环境优美，绿地率40%以上，物业管理严格，高素质人群，自住不二选择</span>",中楼层 (共18层),"https://image1.ljcdn.com/610100-inspection/ea557a59-8ac6-4862-bc93-07a712eca5cd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/45c26a68-de75-4375-a120-d407f31f106a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/da7fcef0-3fb0-4b54-adb9-a1bfa984ae7c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/30c6ddd6-1e9e-41cc-9a52-1a27adb6a66d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b2ef106d-f05b-4266-8d97-4f389a5622bd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a07541c4-ae45-45bc-b6a0-ddfc123121ca.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/56a79191-dc79-4a0d-940f-d68b409a79a7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fdcb922b-2e83-4a4b-afc0-8447f3696cbf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d2e93bca-c4bf-4e05-97c4-f0f5cb3740b4.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/713508eb-9987-4c69-a9fb-cde09473da90.jpg.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008650956
                              <span>转</span>
                4339
                          </div>",雁塔,"<span class=""total"">6000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",82天前发布,暂无数据,"<h1 class=""main"">逸翠园一期+品质小区+家庭居住优选</h1>"
170平米,孙亚花,世园大公馆,"<span class=""text"">最近几年不住，房子精装空置，打算出租，接受整租，目前正在装修，一两个月之后装完。</span>,<span class=""text"">小区门口有47路公交可直达钟楼，262经过北郊开往高新西安软件园，195路，932路，浐灞1号线；离3地铁号线两站路，262和47路都可以到达。</span>,<span class=""text"">西安世博园广云门入口处，环境好，小区有别墅，周 边是高层，去世博园逛很方便，德宝门和锦绣门都可以进入。</span>",低楼层 (共25层),,4室2厅2卫  ,"<div class=""phone"">
              4008600767
                              <span>转</span>
                6801
                          </div>",灞桥,"<span class=""total"">3700</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",60天前发布,暂无数据,"<h1 class=""main"">观景房 可看到世博园 视野好 精装修 周 边环境好</h1>"
167平米,杨敏,凤城明珠,"<span class=""text"">凤城明珠位居西安经济技术开发区门户未央立交北侧，集商务、休闲于一身的高尚优质园林小区。总建筑面积186071.6平方米，规划总户数1386户，在售户型从54-167平米之间。有A、B、C、D四栋经典高层围合而成，其中D座为酒店，A、B、C三座为高尚住宅</span>,<span class=""text"">小区楼下是城北客运站，一站半路到雅荷花园，有人人乐，苏宁电器，海底捞，银行有建设银行，招商银行，浦发银行。家乐超市中联明珠家具城 公园：文景公园、城运公园 医院：长安医院市医院</span>,<span class=""text"">小区楼下就是城北客运站，不管南来还是北往都方便。楼下公交车方便，距离市图书馆就一站半路。公共交通：1、211、600、202、37、711、36、618、207、50、719、39、509、506等20余路公交线路</span>",低楼层 (共33层),,3室2厅2卫  ,"<div class=""phone"">
              4008599667
                              <span>转</span>
                1174
                          </div>",未央,"<span class=""total"">6000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",59天前发布,距地铁2号线大明宫西1180米,"<h1 class=""main"">毛坯   大三室    低楼层   纯南户型</h1>"
146平米,李东育,曲江春晓苑,"<span class=""text"">幼儿园： 曲江翠竹园圣境幼稚园 大学：师范大学、理工大曲江校区、财经学院、外国语大学 商场： 不夜城街、雁南五路街坊集市、新乐汇、万众广场 医院：同济医院、医学院附属医院、解放军35医院.</span>,<span class=""text"">雁南五路 3室精装全配 拎包入住 近4号线 交通方便 生活配套成熟，芙蓉西路雁南4路地铁站近在咫尺.</span>,<span class=""text"">此房是春晓苑经典146南北通透户型、楼层好，采光也好，不临街，特 别安静，客厅2卧朝南，一卧朝北，厨卫朝北。一梯两户，小洋房。住起来非 常舒适。</span>,<span class=""text"">小区出来北门就是雁南五路，对 面都有多路公交车，161.270.224.504 雁南四路地铁站年底开通，非 常方便.</span>",中楼层 (共6层),"https://image1.ljcdn.com/610100-inspection/435c8257-9f86-4eb8-b8a0-66a1dcc52e62.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3fdba9c4-c5f4-4747-9fb5-4ce48f5fa976.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0cad9421-b087-4b05-a109-82db4408874b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9d210818-b122-44e3-a2ef-c4d2bd10f92b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fd7ac7b6-2329-4ecd-99cf-f458a2bc9298.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/137f8f1a-d6ff-46b6-ac0e-2e8088aeae22.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7b26325b-efd5-4db8-b118-48275da2ce41.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/31b63178-73e0-4ae7-95f9-899f9afff3a0.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/a3358bee-8ce7-49ab-a953-62731177f019.png.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008056926
                              <span>转</span>
                9809
                          </div>",雁塔,"<span class=""total"">4000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",82天前发布,暂无数据,"<h1 class=""main"">雁南五路 3室精装全配 拎包入住 近4号线 交通方便</h1>"
155平米,吴薇,万达西安ONE,,低楼层 (共24层),,3室2厅2卫  ,"<div class=""phone"">
              4008607665
                              <span>转</span>
                1315
                          </div>",雁塔,"<span class=""total"">6000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",60天前发布,暂无数据,"<h1 class=""main"">万达西安ONE 3室2厅 6000元</h1>"
151.78平米,齐泊涵,海佳云顶,"<span class=""text"">区只有一栋楼 分三个单元 只有一点点绿化 物业还行 看房子提前联系 </span>,<span class=""text"">此房是高新的门户入口，小区出门200米就是公交站牌，开车一脚油门就上了二环，交通便利在建地铁5号线高新四路站882米</span>,<span class=""text"">        多余房产， 空置，业主 就在公园天下住，    看房也比较方便</span>,<span class=""text"">  家电齐全， 办公家具都有， 在高新区， 南二环  ，交通便利，直接拎包入住</span>,<span class=""text"">        此房装修好保持比较好，  151平的大三居，南北通透，  采光好，</span>",高楼层 (共29层),"https://image1.ljcdn.com/610100-inspection/2d494d8f-f958-4a11-b2fe-cdd4b6f14a37.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/94bc1428-dc4b-42da-8cf1-f48fb5dab6d4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d8442702-91b2-4703-ae09-43e10ed082c6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e4d77923-cbf5-40db-bdf7-eca92051c7bd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a2da456f-2d67-4ea5-8c45-97ec13e29780.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1e6afcd7-b951-4fa7-a537-312ca0c1f95a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4a534705-157a-41fb-bf40-3c80367b533a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0b3e06a8-a30d-41dd-9f4d-53f76d189a4b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b2e2cf2d-231d-4ccf-9f0f-ccd5d74bb974.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/hdic-frame/3eea227c-b03b-4f5c-a9f7-8865312f7d9e.png.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008959260
                              <span>转</span>
                1724
                          </div>",雁塔,"<span class=""total"">5500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",70天前发布,暂无数据,"<h1 class=""main"">海佳云顶高新区南二环家电齐配带车位可办工自住</h1>"
161.86平米,刘聪,张家堡住宅小区,"<span class=""text"">小区年代新，一路之隔熙地港，人流量比较大，步行即可到2号线地铁站</span>,<span class=""text"">业主在小区住，房子正在装修，等装修好了，配齐就可以住，现在出租着</span>,<span class=""text"">现在毛坯，可当仓库，可当员工宿舍，七月20装修好，配齐居住，看房方便，随时联系。</span>",中楼层 (共28层),,3室2厅2卫  ,"<div class=""phone"">
              4008605299
                              <span>转</span>
                4450
                          </div>",未央,"<span class=""total"">5000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",82天前发布,距地铁2号线行政中心690米,"<h1 class=""main"">熙地港一路之隔张家堡住宅高层小区 精装 可长租</h1>"
160平米,赵婷,中华世纪城,"<span class=""text"">小区环境优美，绿化好，楼间距大，南门口就是地铁口，有永辉超市、华润万家、人人乐大型超市；上学比较方便</span>,<span class=""text"">从小区南门出去就是3号线延平门站。 公交线路：14路、604区间、711路、902路、K300路、K40路、K800路、高新2号线、游7路、219路、226路、260路、高新1号线等。</span>,<span class=""text"">多于房产，目前不自住，所以打算把房子空出来准备出租，可以直接租住，诚心出租，看房子需要提前联系业主</span>,<span class=""text"">南北通透三居，高楼层采光好，南向，带双阳台采光好，业主诚心出售</span>,<span class=""text"">中华世纪城南北通透三居，可拎包入住，全明户型，采光充足，视野良好，小区中间，不临街；客厅朝南，厅带阳台，主卧朝南，次卧朝北，明厨明卫</span>",高楼层 (共11层),,4室2厅2卫  ,"<div class=""phone"">
              4008959726
                              <span>转</span>
                9596
                          </div>",雁塔,"<span class=""total"">5000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",81天前发布,距地铁3号线延平门603米,"<h1 class=""main"">高新中华世纪城精装三居中高楼层看房方便</h1>"
155平米,李江龙,风景御园,"<span class=""text"">保亿开发商，保亿物业，小区一共14幢住宅楼，全是南北通透2梯2户。</span>,<span class=""text"">小区东边有熙地港 南边有世纪金花  西边有汉神购物商城 北边有城市运动公园</span>,<span class=""text"">因为业主不住这边了，所以就考虑出租，之前自己居住。基本可以领包住的</span>,<span class=""text"">南北通透三居 板式楼 物业管理严格 小区品质好 熙地港 地铁2号线</span>",中楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/460b0e9f-b6eb-4cf3-9ccd-0ce691630bb8.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/158f8c3a-b20c-45eb-a19f-4a5e2e3cca6a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/694abf65-7c3a-47f4-bae8-3f16f115fa26.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cf45b40b-ef3d-45b3-a74c-6c686154dd3e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/60b57b5f-5688-490f-900f-12ed61fb5f6e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7aec2fce-3d20-4521-b93c-2825b0373294.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3b0c23bd-802a-4ac9-aee1-0272622ecece.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f004adef-7868-4bba-ae3b-bb8f526e3468.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/2e95d04d-59c9-48d4-8f2c-5148039f0182.jpg.600x450.jpg",3室2厅2卫  整租,"<div class=""phone"">
              4008955256
                              <span>转</span>
                5733
                          </div>",未央,"<span class=""total"">6800</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">精装修</span>",102天前发布,距地铁2号线行政中心961米,"<h1 class=""main"">风景御园 精装三居  南北通透 随时签约</h1>"
154平米,张永哲,创业公寓,,中楼层 (共23层),"https://image1.ljcdn.com/610100-inspection/2ed1e840-4f3b-4cb0-b873-06bcaf752317.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2e42d50b-fdc1-4429-a70b-8f6dfc371792.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cc50951d-6ae4-4f48-8b12-0f4bcdde3aaf.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f52d1a8d-0f5f-432e-bbed-466207a3f068.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/25ca286a-a3fd-4c27-97f0-1154e005430f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/740af8b4-de53-4148-b3b0-78202e23352d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/48967457-1aad-4ee1-85d9-af8f6964a9b9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c02e2186-1128-44a2-b1f8-b4a4e7c508ab.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/624e5d33-2dfc-4359-81bc-adb56fc64baa.jpg.600x450.jpg",3室2厅2卫  ,"<div class=""phone"">
              4008609299
                              <span>转</span>
                2321
                          </div>",雁塔,"<span class=""total"">4500</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",70天前发布,暂无数据,"<h1 class=""main"">创业公寓 3室2厅 4500元</h1>"
85平米,王立清,紫郡长安,"<span class=""text"">商场：世纪金花、金鹰国际购物、百盛百货、小寨、百安居、麦德龙、易初莲花、华润万家、苏宁电器、国美电器、大圆金水商场、华东服饰广场、长延堡商城、人人乐。医院：西安医学院、西安市第八医院、西安市第七医院、521医院、交大一附院</span>,<span class=""text"">紫郡长安，用富有诗意的中国花卉梅、兰、竹、菊、莲为主题组团，院落的自然文化与生活情感融合整个社区，溪水浅栈流连各庭院之间，弯曲水路，潺潺水声，春兰凝翠，秋菊含香，夏有圆荷捧露，冬有腊梅斗雪，风曳竹影，展现一幅唯美生活的诗意画卷 业主说
业主说 </span>,<span class=""text"">公交线路有：600路、215路、19路、219路、908路、905路、229路、217路、44路、106路、212路、239路、321路、603路等在电视塔站下车； 地铁线路：地铁2号线会展站</span>",低楼层 (共25层),,2室1厅1卫  ,"<div class=""phone"">
              4008959615
                              <span>转</span>
                5418
                          </div>",雁塔,"<span class=""total"">2300</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",31天前发布,暂无数据,"<h1 class=""main"">紫郡长安 出行方便 配套齐全 采光好</h1>"
88平米,王飞,上东大道,"<span class=""text"">二环2号线、游8、20、27、28、47、48、227、241、262、315、406、410、604、703、728二十余条公交线路直达； 距地铁3号线辛家庙站600米</span>,<span class=""text"">上东大道，地铁3号线、东北二环交汇处，占据城市动脉交通，直面西安三大商圈，发展潜力无限;左依4800亩大明宫遗址公园、右邻浐灞生态区，两大城市绿肺，尽享无限绿色鲜氧生活。</span>,<span class=""text"">

西北轻工批发市场、康复路批发市场 大明宫遗址公园、世园会 唐城医院、北环医院、西京医院 、市48中、陕重子校、煤机子校
</span>",高楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/3e11806d-9d6e-48ce-b55e-135755eb50b6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5f196573-7966-4059-bfaa-b1b98cdcd0b8.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/be1f7683-b5f1-4110-ab42-5f75025b9024.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/482b1c23-7ed8-4342-8861-1ca838c0aa4c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/93d518fc-8cfd-4fa9-9ad6-e47510bc9978.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/797b3aec-e54e-47e9-8bfc-5389e23c6d36.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9f572b1b-aef1-4078-89a2-6c9cc498b9f9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7a3abcb9-3bcc-4403-a166-8be726cd4005.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/faee1541-d51d-4b29-99bf-d621ce9a0010.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/1db8f1f5-c5b3-462d-9d1c-20971f988f6a.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008675976
                              <span>转</span>
                7621
                          </div>",未央,"<span class=""total"">2100</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",31天前发布,距地铁3号线辛家庙501米,"<h1 class=""main"">房源精装，家具家电全配，两居室，</h1>"
152平米,张洧毓,建邦华庭,"<span class=""text"">幼儿园：高新文理幼儿园 爱家超市、易初连花.社区内超市 华润万家 医院：高新医院，距离小区三站路 521医院，丈八东路上 银行：邮政储蓄唐延路分局银行 民生银行 中行科技四路支行 建行云顶园小区储蓄所，工商银行，农业银行,民生银行等</span>,<span class=""text"">地处高新区科技六路，是目前西安市活力和潜力的发展地区之一，该区域也是中高档住宅为主。</span>,<span class=""text"">32 /260 高新医院 钟楼/小雁塔公交直达，邻近太白南路交通便捷</span>",低楼层 (共27层),,3室2厅2卫  ,"<div class=""phone"">
              4008955259
                              <span>转</span>
                6819
                          </div>",雁塔,"<span class=""total"">4500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",81天前发布,暂无数据,"<h1 class=""main"">木塔寺商圈   建邦华庭   品质小区   毛坯三居室</h1>"
70平米,王璞,莱安逸境,"<span class=""text"">房子是当初交房时的精装修，一直出租，没有自己住过，不过租户保持的很好，很爱惜房子。</span>,<span class=""text"">有其他房产，这套目前空置，所以考虑出租，不考虑出售。一直出租状态。</span>,<span class=""text"">本小区位于唐延路和二环南路西段的交汇处，本小区楼下自带地下车库，地上还有600个车位，距离3号线延平门站900米，小区附件公交站牌众多，出行便利。公交站有262路、251路、261路、217路等公交。</span>,<span class=""text"">医疗：小区楼下有怡康药店，与高新三甲医院距离3公里左右， 超市：楼下有华润万家超市和莱安逸街，茶馆，健身会；往南一公里有永辉超市和卜蜂莲花超市。 银行：光大银行，建设银行，中国银行、民生银行等。 公园：唐城墙遗址、丰庆公园。</span>,<span class=""text"">莱安逸境是莱安开发，2011年小区，小区有6栋楼。物业费：1.5元/平。有水系、篮球场、羽毛球场，小孩滑梯，小区楼下就是华润万家。小区在售户型：46平、62平、70平、84平、91平、146平、169平。因离东航公司近，空姐、机长住此小区。故有别名东航别苑。</span>",高楼层 (共32层),"https://image1.ljcdn.com/610100-inspection/e871461a-1a16-4d22-9e06-d08c8daf26c9.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4fa907a0-dae2-49f0-8656-e3ce118681ac.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ddc38ad6-3a58-4bad-b3f6-5938cd6c30b7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0cddffc9-1d5d-4add-94a7-01c6fa7d5e80.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0e8ec0cb-f228-4e88-9f29-c5d4f5062511.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/7e83665a-295b-4a20-8174-c2f68d97d3bb.jpg.600x450.jpg",2室1厅1卫  ,"<div class=""phone"">
              4008606869
                              <span>转</span>
                6546
                          </div>",雁塔,"<span class=""total"">2800</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",39天前发布,暂无数据,"<h1 class=""main"">莱安逸境2居室家具家电全配随时入住 随时看房</h1>"
34平米,刘洋,南飞鸿广场,"<span class=""text"">千亩清凉山公园、西安自然博物馆、植物园、大唐芙蓉园、大雁塔北广场； 医院：西安市第八医院、西安市第七医院、521医院、肿瘤医院； 商场：三森国际家居、乐潮时尚购物、麦德龙、卜蜂莲花、国美电器、苏宁易购</span>,<span class=""text"">东边是2号线地铁三爻站，小区门口就是南三环，小区西边是城南客运站，出行方便</span>,<span class=""text"">飞鸿广场项目位于南三环与朱雀大街十字东南角，东临城南主轴长安南路，南接规划路，西临朱雀大街，北临 南三环。南飞鸿广场项目占地81亩，建筑面积约40万平米。现在小区正在建设中！</span>",高楼层 (共18层),,2室0厅1卫  整租,"<div class=""phone"">
              4008959857
                              <span>转</span>
                7253
                          </div>",雁塔,"<span class=""total"">1500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">毛坯装修</span>",131天前发布,距地铁2号线三爻971米,"<h1 class=""main"">地铁2号线三爻站 上下两层 看房方便</h1>"
87平米,王翠丽,鸿基新城,"<span class=""text"">
鸿基新城地处西安西高新，东临西高新丈八路、南起西户路、西邻三环路、北至科技三路；东、南两面临西安市高新技术产业开发区，交通便利。开发商为西安新鸿业tou资发展有限公司，物业公司是深圳鸿基物业。</span>,<span class=""text"">公园：唐城墙遗址公园、新纪元公园。超市：卜蜂莲花、永辉超市。医院：高新医院。银行：陕西信合、农业银行。</span>,<span class=""text"">小区往北1.8公里左右是地铁三号线的丈八北路站，公交有107路、251路、225路等</span>",中楼层 (共18层),"https://image1.ljcdn.com/610100-inspection/rsp_pic_upload6bd24f37-dd87-483e-bd5a-4299114ff254.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload21db097c-f700-4383-a634-2f2d23552422.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadb96fa222-7459-4991-9016-02b4d1c1a79d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload9d75fb3d-379b-4101-bf18-8efa778f520a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload3540b96f-6cef-4186-8016-92409b535301.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadcbb01211-56ca-4e89-8b5a-5c8c1dbdfa18.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/rsp_pic_upload691d380d-47ba-4b96-a086-ccaed3402b45.png.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008679076
                              <span>转</span>
                4746
                          </div>",雁塔,"<span class=""total"">2400</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",39天前发布,暂无数据,"<h1 class=""main"">东南朝向    中间楼层    两室出租</h1>"
78平米,刘浩阳,万科城市之光蜜柚,"<span class=""text"">小区环境良好 绿化比较高 人车分流 整体安静 万科的物业 管理也比较严格 安全有保障</span>,<span class=""text"">小区位于南三环处，有城市运动公园，底商发展成熟，旁边教育有曲江三小，曲江三中，医院有西北妇幼和社区医院</span>,<span class=""text"">房子是万科物业当时统一装修的 精装修 简约时尚风格，很适合居住，简单温馨</span>",低楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/14801f02-c92a-48c8-b123-1ab50dd754ac.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/85aac817-83ea-4075-b7c5-b0e9b3147d17.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3186c488-a2fd-4cbe-ab60-a9ecbf9fca76.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/38e792d8-ee47-49d5-9ecc-56df7240acca.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b0c43ba0-513e-418f-9955-277665b551a4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/33baeb4c-5886-4fa7-a336-a3b79e375dc5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8f81671f-b8fe-4a29-82f4-5a9cd2aff615.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ccb19a53-5c93-4cc5-a23a-776add4cd3ae.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0359939a-33a7-47a5-9264-c66b8721edee.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/e22a2842-d439-40a3-adb9-6bdf84b0f4e9.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008955205
                              <span>转</span>
                1962
                          </div>",雁塔,"<span class=""total"">2400</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",40天前发布,暂无数据,"<h1 class=""main"">万科蜜柚 经典小两居 纯南户型  拎包入住</h1>"
85平米,余亮,西市佳园,,中楼层 (共34层),"https://image1.ljcdn.com/610100-inspection/12263071-16d3-4ac1-9620-86e68714c57b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1ddf328b-71a0-4d68-88ca-e4e94064ecd7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bcaa004f-cf1e-405d-b1c1-2fec958de1f4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fb64cba9-979b-451d-9b02-ed9ecc9d9e8e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f6bbdc8a-2e7d-4054-9df8-02fcd8773a81.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fb87f8f0-7153-491f-a5c7-78264d5eadc3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/dd3033d4-db99-48fd-84e4-5a681ca22717.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/2dff255c-6fdd-4838-af1f-3c9199555e08.jpg.600x450.jpg",2室1厅2卫  ,"<div class=""phone"">
              4008279606
                              <span>转</span>
                4604
                          </div>",莲湖,"<span class=""total"">3200</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",39天前发布,暂无数据,"<h1 class=""main"">西市佳园 2室1厅 3200元</h1>"
